id,source,timestamp,latitude,longitude,temperature,pressure,rainfall,wind_speed,wind_direction,verification_status,confidence_score,quality_flags
9f65aae9-eb5c-45e9-aba2-acdf06c4f735,ERA5,2024-01-01T14:00:00Z,23.25,80.0,20.434,1015.212,0.0,1.914,225.53,validated,0.85,
88dd438d-914e-4c77-9ca0-34dcdbf330e8,ERA5,2024-01-01T15:00:00Z,23.25,80.0,18.209,1015.845,0.0,1.954,232.53,validated,0.85,
a8abd8b9-43ee-4733-a7a7-a8d1b7e91775,ERA5,2024-01-01T16:00:00Z,23.25,80.0,18.302,1016.446,0.0,1.968,237.0,validated,0.85,
e7d935c9-ab25-4196-aa58-03ef1a06c6b5,ERA5,2024-01-01T17:00:00Z,23.25,80.0,16.286,1016.516,0.0,1.981,237.81,validated,0.85,
321856e9-8c27-4abd-bc63-1257d91ccc5d,ERA5,2024-01-01T18:00:00Z,23.25,80.0,16.065,1016.359,0.0,1.886,232.11,validated,0.85,
bf6bc10c-7f7c-4f54-8614-7dd2e0523119,ERA5,2024-01-01T19:00:00Z,23.25,80.0,16.182,1015.853,0.0,1.708,231.72,validated,0.85,
244909ed-4d53-4d15-8868-b54633e2b14f,ERA5,2024-01-01T20:00:00Z,23.25,80.0,15.188,1015.84,0.0,1.618,230.65,validated,0.85,
a981a940-f8ff-475e-bd46-818b5932c5c8,ERA5,2024-01-01T21:00:00Z,23.25,80.0,14.695,1015.576,0.0,1.57,233.43,validated,0.85,
07f66128-919c-48b4-bd4d-da92b31aeaa5,ERA5,2024-01-01T22:00:00Z,23.25,80.0,13.587,1015.799,0.0,1.356,243.68,validated,0.85,
7e52414c-24cf-40c3-958d-987104f9f5a3,ERA5,2024-01-01T23:00:00Z,23.25,80.0,13.297,1015.842,0.0,1.327,245.36,validated,0.85,
fa65a7a6-1368-495c-b224-d8025d604f50,ERA5,2024-01-02T00:00:00Z,23.25,80.0,14.312,1015.827,0.0,1.418,261.04,validated,0.85,
e317710b-696f-4fba-a8e9-b3449e9eed88,ERA5,2024-01-02T01:00:00Z,23.25,80.0,14.336,1016.479,0.0,1.418,268.14,validated,0.85,
d83ed525-0213-40d1-b687-658d115eb614,ERA5,2024-01-02T02:00:00Z,23.25,80.0,14.868,1017.279,0.0,0.991,252.6,validated,0.85,
e6a02dcc-0596-414b-935f-c14f1a16bb24,ERA5,2024-01-02T03:00:00Z,23.25,80.0,14.852,1017.63,0.0,0.871,247.27,validated,0.85,
b3ae7cf9-3119-4517-babe-fc87005ca6c8,ERA5,2024-01-02T04:00:00Z,23.25,80.0,15.696,1018.048,0.0,0.438,282.14,validated,0.85,
4e52b5dd-4395-4af9-88c4-180aebe81931,ERA5,2024-01-02T05:00:00Z,23.25,80.0,19.352,1017.569,0.0,0.756,6.71,validated,0.85,
07eac992-c106-49bd-8d7f-d74ac88e6a4e,ERA5,2024-01-02T06:00:00Z,23.25,80.0,21.701,1016.781,0.0,1.336,33.81,validated,0.85,
371c69d7-bd68-46fc-a82f-39b8d043db0e,ERA5,2024-01-02T07:00:00Z,23.25,80.0,22.261,1015.314,0.0014,1.578,42.74,validated,0.85,
d741dba3-151d-4782-beab-2772a40c0b4f,ERA5,2024-01-02T08:00:00Z,23.25,80.0,25.03,1014.128,0.0005,1.738,52.12,validated,0.85,
5eacddce-2876-4216-9682-e83afec0f772,ERA5,2024-01-02T09:00:00Z,23.25,80.0,25.267,1013.182,0.0,1.465,62.2,validated,0.85,
6f30dcdf-48f4-498f-bde4-7838e2a2cd60,ERA5,2024-01-02T10:00:00Z,23.25,80.0,23.636,1013.143,0.0,0.674,58.66,validated,0.85,
56d0f1bb-7b4c-4900-ad62-4f6fe8e31766,ERA5,2024-01-02T11:00:00Z,23.25,80.0,23.585,1012.746,0.0,0.615,188.95,validated,0.85,
5725fcdf-3a42-45ba-a589-54f669ca9e15,ERA5,2024-01-02T12:00:00Z,23.25,80.0,22.545,1013.336,0.0,2.003,198.11,validated,0.85,
54159b2b-5de8-456e-b3b2-1f42bd602283,ERA5,2024-01-02T13:00:00Z,23.25,80.0,22.591,1013.866,0.0,2.369,209.14,validated,0.85,
a9a0b761-41f7-4d1d-9de1-3a0346e48d53,ERA5,2024-01-02T14:00:00Z,23.25,80.0,21.912,1014.659,0.0,2.811,221.33,validated,0.85,
52adc5ee-695e-45b3-bd47-e9a8a157685e,ERA5,2024-01-02T15:00:00Z,23.25,80.0,18.42,1015.574,0.0,2.959,234.16,validated,0.85,
0643632d-bca9-4c21-a943-b9ec0325c708,ERA5,2024-01-02T16:00:00Z,23.25,80.0,18.267,1016.131,0.0,2.992,246.26,validated,0.85,
f8e36e35-3416-401f-8f6f-c88367804275,ERA5,2024-01-02T17:00:00Z,23.25,80.0,17.103,1015.695,0.0,2.902,255.53,validated,0.85,
748d9bd6-6ba0-4d5d-9644-19debc6e75ed,ERA5,2024-01-02T18:00:00Z,23.25,80.0,16.525,1015.727,0.0,2.582,261.88,validated,0.85,
a369a842-6d8c-4efa-a59d-cc9219ca020a,ERA5,2024-01-02T19:00:00Z,23.25,80.0,16.457,1015.326,0.0,2.393,267.99,validated,0.85,
0ff6332d-ba13-4156-beca-8d2ddb3a7a9f,ERA5,2024-01-02T20:00:00Z,23.25,80.0,16.163,1015.171,0.0,1.941,273.85,validated,0.85,
665e263f-bb31-467b-8985-c0b059c81862,ERA5,2024-01-02T21:00:00Z,23.25,80.0,14.625,1014.864,0.0,2.036,289.86,validated,0.85,
17a93f80-2b1a-4b9d-b70d-8770b88d280b,ERA5,2024-01-02T22:00:00Z,23.25,80.0,15.682,1014.883,0.0,2.33,315.36,validated,0.85,
8a022681-724d-4305-917e-349defbbd83c,ERA5,2024-01-02T23:00:00Z,23.25,80.0,15.011,1014.334,0.0,2.686,330.07,validated,0.85,
69db605b-c9f9-4fc2-8306-fd4550fa0d25,ERA5,2024-01-03T00:00:00Z,23.25,80.0,15.813,1014.858,0.0,2.902,338.66,validated,0.85,
ea4a52bb-e33e-421f-a9b8-858e4b99b775,ERA5,2024-01-03T01:00:00Z,23.25,80.0,15.934,1015.33,0.0,2.791,347.72,validated,0.85,
cfcd8200-0e66-4155-b0a3-ee509e0b632c,ERA5,2024-01-03T02:00:00Z,23.25,80.0,16.276,1016.191,0.0,2.118,349.62,validated,0.85,
16444158-7790-4448-84ca-427d773b19bf,ERA5,2024-01-03T03:00:00Z,23.25,80.0,16.521,1016.852,0.0,2.265,354.49,validated,0.85,
4ef7b4a8-fd15-4e31-b208-6320cc70b4fe,ERA5,2024-01-03T04:00:00Z,23.25,80.0,16.786,1017.298,0.0,2.4,2.34,validated,0.85,
e80cedbb-8dc2-4fde-af28-2909d16d35c1,ERA5,2024-01-03T05:00:00Z,23.25,80.0,20.779,1016.701,0.0,2.634,12.43,validated,0.85,
e9db46ca-44c2-43dc-96d0-37c0721a8cdb,ERA5,2024-01-03T06:00:00Z,23.25,80.0,22.714,1016.129,0.0,2.783,21.8,validated,0.85,
8f9e7a34-c462-4505-86ff-f54c92e73a72,ERA5,2024-01-03T07:00:00Z,23.25,80.0,23.35,1014.602,0.0,2.631,32.2,validated,0.85,
d6009b3b-0555-4186-94ac-8a9b6097ba49,ERA5,2024-01-03T08:00:00Z,23.25,80.0,25.26,1013.475,0.0,1.971,44.62,validated,0.85,
5028b7f5-e48e-4994-84dd-0012556ac1cc,ERA5,2024-01-03T09:00:00Z,23.25,80.0,25.353,1012.647,0.0072,1.319,59.1,validated,0.85,
bd84e02b-27c4-44b8-ac57-27294b36e4af,ERA5,2024-01-03T10:00:00Z,23.25,80.0,23.161,1012.764,0.0,1.124,104.45,validated,0.85,
0a625ded-484b-4056-909d-2e68680ec534,ERA5,2024-01-03T11:00:00Z,23.25,80.0,22.619,1013.211,0.0916,1.853,156.29,validated,0.85,
95e11c02-0570-4e2d-ae7c-8dbd7e6d42fc,ERA5,2024-01-03T12:00:00Z,23.25,80.0,22.221,1013.159,0.0,2.583,179.94,validated,0.85,
02c247c1-a3df-4fa2-b9ae-a1bfb6904b4d,ERA5,2024-01-03T13:00:00Z,23.25,80.0,22.081,1013.699,0.0,3.176,191.97,validated,0.85,
7637fcdf-71e6-42a4-b10f-e064952fdf9e,ERA5,2024-01-03T14:00:00Z,23.25,80.0,21.841,1014.57,0.001,3.192,206.07,validated,0.85,
4432f37d-b958-4022-9522-05f5a3039400,ERA5,2024-01-03T15:00:00Z,23.25,80.0,18.953,1015.102,0.0062,2.612,220.63,validated,0.85,
ae47d2be-8c91-4e54-8b50-4c3e85330eff,ERA5,2024-01-03T16:00:00Z,23.25,80.0,18.8,1015.258,0.0,2.222,242.33,validated,0.85,
b561e8ac-c53c-4227-a28f-fff6de785af2,ERA5,2024-01-03T17:00:00Z,23.25,80.0,17.624,1015.142,0.0,2.092,252.12,validated,0.85,
8b71dfb2-7ab5-4686-97fd-d162193b88d9,ERA5,2024-01-03T18:00:00Z,23.25,80.0,17.41,1015.259,0.0,1.886,249.73,validated,0.85,
4ebb2e30-91e2-4f5d-aa31-22d7fed193b7,ERA5,2024-01-03T19:00:00Z,23.25,80.0,17.24,1014.794,0.0,1.685,246.46,validated,0.85,
7f0f4e33-7fd2-4aee-9829-a7fa227ce151,ERA5,2024-01-03T20:00:00Z,23.25,80.0,15.818,1014.796,0.0,1.562,235.15,validated,0.85,
e1b5e70c-70f1-4a4e-883c-c509800b8510,ERA5,2024-01-03T21:00:00Z,23.25,80.0,16.044,1014.7,0.0,1.492,236.01,validated,0.85,
53ff4854-8c44-4bac-a6a7-5ba4a6f83223,ERA5,2024-01-03T22:00:00Z,23.25,80.0,15.263,1014.946,0.0,1.033,268.9,validated,0.85,
11c84b8b-2975-43ed-bed7-2a933ae73ce7,ERA5,2024-01-03T23:00:00Z,23.25,80.0,15.198,1015.054,0.0,0.757,235.08,validated,0.85,
5ad71b9b-862e-499f-a42c-9c8ac8132f90,ERA5,2024-01-04T00:00:00Z,23.25,80.0,15.898,1015.449,0.0,1.071,228.8,validated,0.85,
15d45914-922a-48f5-aa03-f6641c5189fa,ERA5,2024-01-04T01:00:00Z,23.25,80.0,15.96,1016.043,0.0,1.194,237.05,validated,0.85,
1cd8a129-2298-44a2-b4b3-f64271ac4f77,ERA5,2024-01-04T02:00:00Z,23.25,80.0,15.819,1016.929,0.0,1.127,255.4,validated,0.85,
a6c56aa7-9198-4869-a974-9311d96a8061,ERA5,2024-01-04T03:00:00Z,23.25,80.0,16.986,1017.518,0.0,1.088,275.57,validated,0.85,
2e0574f9-231a-4452-a026-ce36a2bb30d4,ERA5,2024-01-04T04:00:00Z,23.25,80.0,17.137,1018.043,0.0,0.899,291.95,validated,0.85,
4b0522dc-cc15-4185-957d-894212209ae8,ERA5,2024-01-04T05:00:00Z,23.25,80.0,19.34,1017.752,0.0,0.652,341.19,validated,0.85,
320fc19a-eae0-42d5-8495-595976c4a896,ERA5,2024-01-04T06:00:00Z,23.25,80.0,20.154,1017.348,0.0,0.844,61.48,validated,0.85,
c2ae57ea-2b3e-40f9-a608-12b2d27574ee,ERA5,2024-01-04T07:00:00Z,23.25,80.0,19.36,1016.031,0.0,1.368,84.39,validated,0.85,
ffe05117-4c9f-485c-ab86-bc39b401120e,ERA5,2024-01-04T08:00:00Z,23.25,80.0,20.223,1015.134,0.0,1.733,91.14,validated,0.85,
31567cd5-2a25-47cc-8e0b-7023ce3f48d5,ERA5,2024-01-04T09:00:00Z,23.25,80.0,20.454,1014.126,0.0,1.755,99.46,validated,0.85,
9bad64c4-7182-46d1-ab4f-af1c77508393,ERA5,2024-01-04T10:00:00Z,23.25,80.0,20.838,1013.694,0.0,1.918,148.53,validated,0.85,
40f9160b-ebc7-440d-8e3c-5d8ca152de0a,ERA5,2024-01-04T11:00:00Z,23.25,80.0,20.681,1013.735,0.0,2.097,169.1,validated,0.85,
5fade14c-18a1-4a8c-8113-e825c441a8ea,ERA5,2024-01-04T12:00:00Z,23.25,80.0,20.341,1013.829,0.0,1.553,176.21,validated,0.85,
1adde4c6-4b14-4ad0-b2c8-9f7ca64c28eb,ERA5,2024-01-04T13:00:00Z,23.25,80.0,20.427,1014.433,0.0,1.764,176.7,validated,0.85,
5c096217-e860-4d6c-a389-4c77425da533,ERA5,2024-01-04T14:00:00Z,23.25,80.0,20.138,1015.107,0.0,1.753,182.52,validated,0.85,
70b2feda-3d60-4063-b2dd-11a1ca782b3f,ERA5,2024-01-04T15:00:00Z,23.25,80.0,17.96,1015.615,0.0048,1.868,192.24,validated,0.85,
3cda44d9-c250-4e60-9a1b-6580abdf346c,ERA5,2024-01-04T16:00:00Z,23.25,80.0,17.836,1016.066,0.0229,2.07,198.67,validated,0.85,
92c0c83e-e713-45b1-b06a-8b4a8fe0bd1b,ERA5,2024-01-04T17:00:00Z,23.25,80.0,16.901,1015.954,0.0157,1.89,201.18,validated,0.85,
489e87be-51eb-4c31-9b0b-fe5047f02a6d,ERA5,2024-01-04T18:00:00Z,23.25,80.0,17.022,1015.797,0.0038,1.697,206.61,validated,0.85,
66af60c2-c67f-4db1-8132-efdf1c649ad8,ERA5,2024-01-04T19:00:00Z,23.25,80.0,16.757,1015.691,0.0749,1.853,226.64,validated,0.85,
15081f0d-4c03-4cf3-8f63-632dd48b220c,ERA5,2024-01-04T20:00:00Z,23.25,80.0,16.314,1015.362,0.0381,2.148,241.62,validated,0.85,
398d0f17-d824-4b47-99d3-a7ee66bd538a,ERA5,2024-01-04T21:00:00Z,23.25,80.0,16.156,1015.048,0.0124,2.184,247.63,validated,0.85,
6c4db722-40f5-4b06-88e5-b5c7c6acfb2f,ERA5,2024-01-04T22:00:00Z,23.25,80.0,15.599,1014.7,0.0,2.281,246.95,validated,0.85,
f0b7a121-3d54-4fb3-8ab8-484979b941b2,ERA5,2024-01-04T23:00:00Z,23.25,80.0,15.549,1015.033,0.0,1.654,239.2,validated,0.85,
bd35742e-3188-4780-b510-8e4228138f9d,ERA5,2024-01-05T00:00:00Z,23.25,80.0,15.94,1014.955,0.0057,1.453,226.43,validated,0.85,
c3b3ae48-64d6-4767-89ed-afba9cddfb27,ERA5,2024-01-05T01:00:00Z,23.25,80.0,15.772,1015.805,0.0267,1.679,224.71,validated,0.85,
9ce8a4cf-1612-4eb6-9040-eabf0dd7dd81,ERA5,2024-01-05T02:00:00Z,23.25,80.0,16.061,1016.366,0.0105,2.035,227.76,validated,0.85,
712c190e-05ae-45f6-93e9-3133cce3ec09,ERA5,2024-01-05T03:00:00Z,23.25,80.0,16.16,1017.521,0.0,1.565,235.02,validated,0.85,
8be7e6a5-3535-427c-8509-7d26b164399a,ERA5,2024-01-05T04:00:00Z,23.25,80.0,16.583,1018.014,0.0315,0.908,236.06,validated,0.85,
cddc6d11-31a7-48cc-98c4-b3dfc9143e9c,ERA5,2024-01-05T05:00:00Z,23.25,80.0,18.733,1017.886,0.0944,0.442,185.19,validated,0.85,
d88e76ba-4645-4290-87f4-5eafcdf1cd5a,ERA5,2024-01-05T06:00:00Z,23.25,80.0,19.991,1017.127,0.0772,0.348,152.83,validated,0.85,
1948b978-c2c5-4ce0-9d07-546fdfed41ed,ERA5,2024-01-05T07:00:00Z,23.25,80.0,19.421,1015.497,0.0134,0.39,36.96,validated,0.85,
9fec2239-33c2-4df7-b316-be42b7dda506,ERA5,2024-01-05T08:00:00Z,23.25,80.0,19.98,1014.537,0.02,0.773,44.81,validated,0.85,
52c4e654-21cd-4fa2-9f4d-a7c7a181eb29,ERA5,2024-01-05T09:00:00Z,23.25,80.0,19.717,1013.582,0.0186,0.632,105.06,validated,0.85,
8e04991c-016b-4305-b4ee-a42b8514ab7b,ERA5,2024-01-05T10:00:00Z,23.25,80.0,21.224,1013.362,0.021,0.777,102.2,validated,0.85,
89a34f8d-8368-45ff-a637-ca9cf8849a04,ERA5,2024-01-05T11:00:00Z,23.25,80.0,21.369,1013.643,0.0086,1.678,183.42,validated,0.85,
950ae011-57be-4a51-9454-b07c121b6c59,ERA5,2024-01-05T12:00:00Z,23.25,80.0,20.965,1013.913,0.0114,2.429,198.62,validated,0.85,
774c9be7-a719-4f5d-81b0-b761bac6e5ee,ERA5,2024-01-05T13:00:00Z,23.25,80.0,20.857,1014.373,0.0706,3.045,213.94,validated,0.85,
3ac24747-a040-4880-a116-27d5275066fe,ERA5,2024-01-05T14:00:00Z,23.25,80.0,20.131,1015.554,0.2203,2.768,219.05,validated,0.85,
156a5ab9-a132-414a-8f58-fa39f2a06409,ERA5,2024-01-05T15:00:00Z,23.25,80.0,18.029,1016.279,0.7954,2.368,204.8,validated,0.85,
ecc3d447-5827-4abf-9262-2a4084671e62,ERA5,2024-01-05T16:00:00Z,23.25,80.0,17.618,1016.867,1.2894,2.457,188.79,validated,0.85,
6b9dc5ab-5d9e-4443-9c93-662ed1bbe60c,ERA5,2024-01-05T17:00:00Z,23.25,80.0,17.107,1016.941,0.8106,2.552,195.93,validated,0.85,
ea7703c9-dd68-4420-9b02-664509211cbe,ERA5,2024-01-05T18:00:00Z,23.25,80.0,17.338,1016.497,0.7143,2.664,212.04,validated,0.85,
496957c0-0bec-483e-bfe7-a3259de0f6cc,ERA5,2024-01-05T19:00:00Z,23.25,80.0,16.95,1016.44,0.0114,2.281,221.19,validated,0.85,
751e1955-8f38-40c3-91b0-7b0c857bba00,ERA5,2024-01-05T20:00:00Z,23.25,80.0,16.194,1015.994,0.1125,1.829,218.99,validated,0.85,
6413bd88-1e0e-4cab-9683-ca50d28c22aa,ERA5,2024-01-05T21:00:00Z,23.25,80.0,15.898,1015.794,0.0267,1.626,211.67,validated,0.85,
9b59eadd-1f55-425c-98e4-218a333b61ea,ERA5,2024-01-05T22:00:00Z,23.25,80.0,16.132,1016.789,0.0639,2.485,205.09,validated,0.85,
63b1c329-2fce-4b69-85e8-3d7f70c479fa,ERA5,2024-01-05T23:00:00Z,23.25,80.0,15.731,1016.695,0.3529,1.849,209.36,validated,0.85,
bd41d977-296c-4d87-98d8-ee1f0753d28d,ERA5,2024-01-06T00:00:00Z,23.25,80.0,15.937,1016.376,0.6366,2.167,210.95,validated,0.85,
735d7bc5-d9b3-434d-8ff9-eca6af4979a0,ERA5,2024-01-06T01:00:00Z,23.25,80.0,15.857,1016.772,0.5465,2.489,207.9,validated,0.85,
b4b5091a-59d4-434e-9dc3-b72591a6f0db,ERA5,2024-01-06T02:00:00Z,23.25,80.0,15.783,1017.768,0.6456,2.674,208.16,validated,0.85,
29de52cb-1b3c-4fdf-a3e4-65e2562db1a1,ERA5,2024-01-06T03:00:00Z,23.25,80.0,15.549,1018.762,0.6037,2.531,214.91,validated,0.85,
8ba68bdc-bff3-4150-b642-061022abc73e,ERA5,2024-01-06T04:00:00Z,23.25,80.0,15.66,1019.454,0.145,1.886,224.38,validated,0.85,
b0741d2c-1a24-4af0-8678-494e4a77ed97,ERA5,2024-01-06T05:00:00Z,23.25,80.0,16.683,1019.316,0.0162,1.382,252.59,validated,0.85,
f83e0c44-aeaf-4299-ab98-da850dc2489e,ERA5,2024-01-06T06:00:00Z,23.25,80.0,17.779,1018.392,0.0105,0.932,327.26,validated,0.85,
94618f43-f651-4b26-81d3-f8750b62861b,ERA5,2024-01-06T07:00:00Z,23.25,80.0,17.88,1017.509,0.0134,1.066,21.05,validated,0.85,
eb06e011-0990-4a7e-9ed9-e4da2cad085f,ERA5,2024-01-06T08:00:00Z,23.25,80.0,18.936,1016.239,0.0076,0.951,49.66,validated,0.85,
b0e363b1-10b4-4b88-ae1c-cac9a4bbd3c2,ERA5,2024-01-06T09:00:00Z,23.25,80.0,19.486,1015.707,0.0587,0.993,60.0,validated,0.85,
a477b741-f43b-468e-b481-438b3c601c89,ERA5,2024-01-06T10:00:00Z,23.25,80.0,19.665,1015.374,0.0935,1.218,51.52,validated,0.85,
e561765e-638a-4617-bf6e-88cb94f3a817,ERA5,2024-01-06T11:00:00Z,23.25,80.0,19.592,1015.646,0.0739,0.931,108.33,validated,0.85,
d8fdfc00-fe05-4885-a9fe-eb9ae1876cbc,ERA5,2024-01-06T12:00:00Z,23.25,80.0,19.287,1015.76,0.0114,1.257,149.84,validated,0.85,
152ec1fd-d53c-4782-a19c-ad445fb56c56,ERA5,2024-01-06T13:00:00Z,23.25,80.0,19.454,1016.351,0.0067,1.753,171.54,validated,0.85,
ab870026-fb21-4450-bde3-b33053aef7f9,ERA5,2024-01-06T14:00:00Z,23.25,80.0,19.157,1017.219,0.0005,2.252,182.34,validated,0.85,
fd68e3ec-b407-4b17-9e15-1ec22b21261b,ERA5,2024-01-06T15:00:00Z,23.25,80.0,17.537,1018.164,0.0,2.45,191.23,validated,0.85,
2d015156-1e2f-4470-87fb-2bc2dab05244,ERA5,2024-01-06T16:00:00Z,23.25,80.0,17.25,1018.496,0.0,2.589,199.75,validated,0.85,
d8ee6e47-ba55-4da4-821f-e0a3d0781d25,ERA5,2024-01-06T17:00:00Z,23.25,80.0,16.737,1018.604,0.0,2.719,210.71,validated,0.85,
d4de7379-51d4-499f-8847-b24b22cec83a,ERA5,2024-01-06T18:00:00Z,23.25,80.0,17.266,1018.486,0.0,2.777,221.7,validated,0.85,
c315b2cd-1c95-47a0-a0e9-7ff8f4ff6fab,ERA5,2024-01-06T19:00:00Z,23.25,80.0,17.333,1018.116,0.0,2.927,229.12,validated,0.85,
7b8bc05d-26d2-4756-af6e-64ea151ae8e1,ERA5,2024-01-06T20:00:00Z,23.25,80.0,16.621,1017.808,0.0,2.701,234.7,validated,0.85,
7a1bd878-7308-400d-8e3d-20233b9e2f3f,ERA5,2024-01-06T21:00:00Z,23.25,80.0,16.632,1017.711,0.0,2.469,236.4,validated,0.85,
889e0f71-4cb4-4cff-86b8-e8660bff9107,ERA5,2024-01-06T22:00:00Z,23.25,80.0,16.103,1017.921,0.0,1.64,225.54,validated,0.85,
d55aa211-4835-4edb-aa67-4ccd65ea2f7f,ERA5,2024-01-06T23:00:00Z,23.25,80.0,16.03,1018.112,0.0,1.764,214.33,validated,0.85,
656b8a56-cced-4b21-9bf3-ef7eec41ec5c,ERA5,2024-01-07T00:00:00Z,23.25,80.0,16.703,1018.271,0.0,2.355,223.02,validated,0.85,
9668801f-2b9a-4017-9c48-7351a1996356,ERA5,2024-01-07T01:00:00Z,23.25,80.0,16.825,1018.704,0.0,2.82,227.28,validated,0.85,
691e2075-1f3c-4231-928d-2c15ae193266,ERA5,2024-01-07T02:00:00Z,23.25,80.0,17.156,1019.352,0.0005,3.24,231.25,validated,0.85,
baaf1dd6-ac4a-44a2-a4e9-e6d07c9a577b,ERA5,2024-01-07T03:00:00Z,23.25,80.0,16.952,1020.534,0.0005,3.494,240.07,validated,0.85,
e6e011bf-39a3-44a7-ba69-7a9a2798d080,ERA5,2024-01-07T04:00:00Z,23.25,80.0,16.572,1020.763,0.0,2.857,242.9,validated,0.85,
c3dcc01e-b705-4565-986e-f0dd5102113c,ERA5,2024-01-07T05:00:00Z,23.25,80.0,18.42,1020.808,0.0,2.187,245.6,validated,0.85,
a74df1ff-38bb-4c43-89a0-2de1a1097130,ERA5,2024-01-07T06:00:00Z,23.25,80.0,20.03,1019.731,0.0,1.46,243.53,validated,0.85,
9e481821-60f1-464d-9967-40d9b1e8230e,ERA5,2024-01-07T07:00:00Z,23.25,80.0,20.343,1018.243,0.0014,1.001,221.75,validated,0.85,
50f55c0b-0a20-4fea-a481-40afa6900269,ERA5,2024-01-07T08:00:00Z,23.25,80.0,21.7,1017.42,0.0,1.236,185.58,validated,0.85,
64363753-c3cf-4bf3-8350-6c05e8cba8a6,ERA5,2024-01-07T09:00:00Z,23.25,80.0,21.88,1016.521,0.001,1.914,175.95,validated,0.85,
6d2aa041-9f73-42e0-8946-b8c6a9db8d46,ERA5,2024-01-07T10:00:00Z,23.25,80.0,20.745,1016.341,0.0,3.12,178.39,validated,0.85,
9d1e45b7-3806-4cda-a38f-6cd7e13a2497,ERA5,2024-01-07T11:00:00Z,23.25,80.0,20.488,1016.561,0.0,3.048,181.47,validated,0.85,
c4881827-065a-44c0-9178-bbfaa2da6894,ERA5,2024-01-07T12:00:00Z,23.25,80.0,21.193,1016.849,0.0,2.705,184.37,validated,0.85,
bb490236-b734-4a4e-9519-5445fd355ce6,ERA5,2024-01-07T13:00:00Z,23.25,80.0,21.266,1016.942,0.0,2.146,195.96,validated,0.85,
98839f5f-d6c0-403c-8bea-02105fbaab4e,ERA5,2024-01-07T14:00:00Z,23.25,80.0,20.773,1017.696,0.0,1.944,210.21,validated,0.85,
0f67e027-d739-401a-913b-7eb9a3979cac,ERA5,2024-01-07T15:00:00Z,23.25,80.0,19.207,1018.249,0.0,2.071,218.36,validated,0.85,
8f1be4b3-06b0-49ea-a4c9-c6781d2f0a0f,ERA5,2024-01-07T16:00:00Z,23.25,80.0,19.268,1018.572,0.0,2.145,223.57,validated,0.85,
62f29789-cb86-42a6-89b5-70bc0a6d8b9a,ERA5,2024-01-07T17:00:00Z,23.25,80.0,17.989,1018.617,0.0,1.98,232.48,validated,0.85,
d2182131-8966-48e0-bc62-c9d8ef09ad5f,ERA5,2024-01-07T18:00:00Z,23.25,80.0,17.085,1018.279,0.0,1.991,241.09,validated,0.85,
bc945f3f-87c3-493a-8267-4b7978ee620b,ERA5,2024-01-07T19:00:00Z,23.25,80.0,17.15,1018.148,0.0,1.92,241.86,validated,0.85,
