id,source,timestamp,latitude,longitude,temperature,humidity,pressure,rainfall,wind_speed,wind_direction,verification_status,confidence_score,quality_flags
86faf5c3-7603-4640-8f35-f6afb660130a,Open-Meteo,2024-01-02T12:00:00Z,23.233742,80.0,21.5,68.0,968.6,0.0,2.42,,validated,0.8,
ee8c89af-d4b8-4043-8f66-6fb5677aa63b,Open-Meteo,2024-01-02T13:00:00Z,23.233742,80.0,20.6,74.0,969.4,0.0,2.02,,validated,0.8,
7a8f336b-f024-4730-b76e-a3e3daf52dfc,Open-Meteo,2024-01-02T14:00:00Z,23.233742,80.0,20.2,75.0,969.9,0.0,3.42,,validated,0.8,
8ff6a6ea-f015-4822-8dc8-f1cd937b6416,Open-Meteo,2024-01-02T15:00:00Z,23.233742,80.0,19.4,82.0,970.4,0.0,3.28,,validated,0.8,
8a3d01f1-8b2c-4556-8fcf-334074f8569a,Open-Meteo,2024-01-02T16:00:00Z,23.233742,80.0,18.5,86.0,970.6,0.0,3.1,,validated,0.8,
913136a3-89a0-4c71-9e02-66dd5daa51ae,Open-Meteo,2024-01-02T17:00:00Z,23.233742,80.0,17.7,88.0,970.8,0.0,2.91,,validated,0.8,
d984aaa5-f153-49ff-9929-4318ba75156c,Open-Meteo,2024-01-02T18:00:00Z,23.233742,80.0,17.0,91.0,970.5,0.0,2.82,,validated,0.8,
b73d2101-5ddf-4006-8dc7-a6fca6575734,Open-Meteo,2024-01-02T19:00:00Z,23.233742,80.0,16.5,92.0,969.9,0.0,2.86,,validated,0.8,
2e586b33-de18-4467-bfaa-640575f9c1d9,Open-Meteo,2024-01-02T20:00:00Z,23.233742,80.0,16.0,91.0,969.6,0.0,1.94,,validated,0.8,
3de1e89c-6410-4def-b7b1-1aa5806bdd17,Open-Meteo,2024-01-02T21:00:00Z,23.233742,80.0,15.0,88.0,969.0,0.0,2.13,,validated,0.8,
d12ef206-c903-451a-b5af-8dab2da5c152,Open-Meteo,2024-01-02T22:00:00Z,23.233742,80.0,14.6,87.0,968.8,0.0,2.86,,validated,0.8,
e22a9ec5-e1c8-4363-ab6e-74180aeda10e,Open-Meteo,2024-01-02T23:00:00Z,23.233742,80.0,14.6,87.0,968.6,0.0,2.79,,validated,0.8,
dba8b5a5-f9d3-4c7d-9a4b-c90233128e0e,Open-Meteo,2024-01-03T00:00:00Z,23.233742,80.0,14.2,90.0,968.7,0.0,2.7,,validated,0.8,
91dea6a6-ad20-4cca-bdf0-d4dfcf9a2dde,Open-Meteo,2024-01-03T01:00:00Z,23.233742,80.0,15.6,88.0,969.7,0.0,2.51,,validated,0.8,
4122c1f2-d0a5-4c71-a759-0ec29828f8b8,Open-Meteo,2024-01-03T02:00:00Z,23.233742,80.0,16.2,85.0,970.6,0.0,2.55,,validated,0.8,
e00a5fbf-93c1-47ed-acd0-4609e63ec748,Open-Meteo,2024-01-03T03:00:00Z,23.233742,80.0,18.5,78.0,971.9,0.0,2.31,,validated,0.8,
871592b6-5426-451f-9c6e-01c4426d4ec4,Open-Meteo,2024-01-03T04:00:00Z,23.233742,80.0,20.9,71.0,972.5,0.0,2.3,,validated,0.8,
ec87d48d-5549-42a8-b3d9-38429d353d96,Open-Meteo,2024-01-03T05:00:00Z,23.233742,80.0,23.1,63.0,972.3,0.0,2.4,,validated,0.8,
aab41077-d7f8-4952-9a96-f8f38434e41a,Open-Meteo,2024-01-03T06:00:00Z,23.233742,80.0,25.0,52.0,971.4,0.0,2.8,,validated,0.8,
aec197f5-3698-44c2-9ada-7869b99e4c03,Open-Meteo,2024-01-03T07:00:00Z,23.233742,80.0,25.9,45.0,970.1,0.0,3.38,,validated,0.8,
44bed9c9-bf93-4d59-b7be-ae38b84f9e3a,Open-Meteo,2024-01-03T08:00:00Z,23.233742,80.0,26.3,42.0,969.1,0.0,2.61,,validated,0.8,
5dbc0e87-774e-4be3-b7d0-7cf2a54fa694,Open-Meteo,2024-01-03T09:00:00Z,23.233742,80.0,26.3,39.0,968.2,0.0,1.48,,validated,0.8,
7029f53c-4e9b-4c85-982a-79eb1f8fc38c,Open-Meteo,2024-01-03T10:00:00Z,23.233742,80.0,26.2,38.0,968.2,0.0,0.57,,validated,0.8,
1c58cdfd-02ba-476f-863a-2cb4bbf1371a,Open-Meteo,2024-01-03T11:00:00Z,23.233742,80.0,25.1,52.0,968.2,0.0,0.71,,validated,0.8,
81fb1183-069f-4dcf-8317-4877740b1ec0,Open-Meteo,2024-01-03T12:00:00Z,23.233742,80.0,22.6,56.0,968.3,0.0,2.04,,validated,0.8,
2495ca2a-d9c5-4c8b-a3e9-a6fe81b6b248,Open-Meteo,2024-01-03T13:00:00Z,23.233742,80.0,20.1,79.0,968.6,0.0,3.22,,validated,0.8,
e58cbf1b-428a-484c-9659-d59ebad85c19,Open-Meteo,2024-01-03T14:00:00Z,23.233742,80.0,19.0,87.0,969.2,0.0,3.83,,validated,0.8,
250cd0aa-1173-47ba-9e77-949e1d2188aa,Open-Meteo,2024-01-03T15:00:00Z,23.233742,80.0,18.0,90.0,969.9,0.0,3.18,,validated,0.8,
c06e2e4c-c956-4860-b97f-d2f6d30f8974,Open-Meteo,2024-01-03T16:00:00Z,23.233742,80.0,17.4,93.0,970.4,0.0,3.02,,validated,0.8,
b72f07c1-49f7-435c-ab70-6d72ac884311,Open-Meteo,2024-01-03T17:00:00Z,23.233742,80.0,17.1,94.0,970.1,0.0,2.78,,validated,0.8,
2a9b7b17-9688-46c0-b35c-a3b3055592d1,Open-Meteo,2024-01-03T18:00:00Z,23.233742,80.0,17.5,92.0,969.9,0.0,2.64,,validated,0.8,
dfbc093b-a125-4e60-b56e-d4263359c1fe,Open-Meteo,2024-01-03T19:00:00Z,23.233742,80.0,17.2,93.0,969.6,0.0,1.56,,validated,0.8,
5529f0ad-ed7d-4eb9-b259-9218a5733aa4,Open-Meteo,2024-01-03T20:00:00Z,23.233742,80.0,16.7,95.0,969.2,0.0,1.48,,validated,0.8,
e95f8807-3a4f-41c9-ad1f-97206f965582,Open-Meteo,2024-01-03T21:00:00Z,23.233742,80.0,17.1,92.0,968.8,0.0,1.49,,validated,0.8,
72c4fc14-228e-4822-a3ec-df3aebe54c1d,Open-Meteo,2024-01-03T22:00:00Z,23.233742,80.0,16.7,94.0,968.9,0.0,0.99,,validated,0.8,
2f82aeb6-276c-4aa7-9629-127600e087ca,Open-Meteo,2024-01-03T23:00:00Z,23.233742,80.0,16.8,93.0,968.9,0.0,1.5,,validated,0.8,
b38870f1-9d16-4caf-bffa-0fdac3db6ed0,Open-Meteo,2024-01-04T00:00:00Z,23.233742,80.0,16.3,96.0,969.3,0.0,2.38,,validated,0.8,
dc162f14-2c9d-40f7-a6f2-6fe705f5d3e8,Open-Meteo,2024-01-04T01:00:00Z,23.233742,80.0,16.4,93.0,970.8,0.0,2.2,,validated,0.8,
3cdd6ff1-8b26-48c2-b14b-36c253fa1b20,Open-Meteo,2024-01-04T02:00:00Z,23.233742,80.0,16.9,90.0,971.2,0.0,2.43,,validated,0.8,
14fbb599-26b0-4c2f-aa28-cd619005f92c,Open-Meteo,2024-01-04T03:00:00Z,23.233742,80.0,18.5,83.0,972.4,0.0,1.34,,validated,0.8,
d0c5f829-d642-4694-af31-a13ef26a785e,Open-Meteo,2024-01-04T04:00:00Z,23.233742,80.0,20.9,71.0,973.3,0.0,1.36,,validated,0.8,
6bbed5aa-510b-4d5d-91c9-e41d6e8d67ec,Open-Meteo,2024-01-04T05:00:00Z,23.233742,80.0,22.5,64.0,973.2,0.0,1.22,,validated,0.8,
b52c64ae-3e43-4d1d-a76f-6701b81249e0,Open-Meteo,2024-01-04T06:00:00Z,23.233742,80.0,21.9,67.0,972.7,0.0,4.92,,validated,0.8,
3065d910-49e7-4362-9610-7c17b82853be,Open-Meteo,2024-01-04T07:00:00Z,23.233742,80.0,20.3,75.0,971.3,0.4,2.62,,validated,0.8,
e40ffa0d-84c4-436a-9224-e17b94bcbebf,Open-Meteo,2024-01-04T08:00:00Z,23.233742,80.0,20.1,79.0,970.4,0.4,1.49,,validated,0.8,
d543a83e-fabc-4e8d-9bf4-885c9a5b58e8,Open-Meteo,2024-01-04T09:00:00Z,23.233742,80.0,20.4,77.0,969.7,0.0,2.0,,validated,0.8,
d641c354-e21a-4916-9a31-7184c547ecd5,Open-Meteo,2024-01-04T10:00:00Z,23.233742,80.0,20.5,76.0,969.1,0.0,1.04,,validated,0.8,
5a1a023b-5c19-4535-8113-7bb79c37214b,Open-Meteo,2024-01-04T11:00:00Z,23.233742,80.0,20.7,76.0,969.1,0.0,0.22,,validated,0.8,
b5e976c9-f318-4b10-b230-854074f717a8,Open-Meteo,2024-01-04T12:00:00Z,23.233742,80.0,20.2,82.0,969.3,0.0,0.4,,validated,0.8,
3bdcc8b0-9936-4080-bd23-2cde9cec201d,Open-Meteo,2024-01-04T13:00:00Z,23.233742,80.0,18.4,87.0,969.7,0.0,1.84,,validated,0.8,
4822759b-5c66-49be-9d1f-92a8137ba269,Open-Meteo,2024-01-04T14:00:00Z,23.233742,80.0,17.3,93.0,970.1,0.0,2.63,,validated,0.8,
3c01c226-6d26-45c2-9e7c-35148d518514,Open-Meteo,2024-01-04T15:00:00Z,23.233742,80.0,17.0,94.0,970.4,0.0,2.01,,validated,0.8,
2cab29c8-749e-45b2-a67f-08d1cd15fcab,Open-Meteo,2024-01-04T16:00:00Z,23.233742,80.0,16.6,95.0,970.7,0.0,1.84,,validated,0.8,
988463d8-d13c-40d2-81df-21e0d39e9bb6,Open-Meteo,2024-01-04T17:00:00Z,23.233742,80.0,16.2,97.0,970.5,0.0,1.48,,validated,0.8,
8bbd2050-0f47-45ea-9e22-e81a24365740,Open-Meteo,2024-01-04T18:00:00Z,23.233742,80.0,15.6,98.0,970.3,0.0,1.65,,validated,0.8,
ab7d1445-ac55-4a9a-9bba-ca27b6dbe10d,Open-Meteo,2024-01-04T19:00:00Z,23.233742,80.0,16.0,97.0,970.1,0.0,1.7,,validated,0.8,
bcb353eb-e984-42bb-a21d-35886cbdcdd9,Open-Meteo,2024-01-04T20:00:00Z,23.233742,80.0,15.9,97.0,969.8,0.1,1.78,,validated,0.8,
3288c7f1-77cc-4021-a661-cb3407541061,Open-Meteo,2024-01-04T21:00:00Z,23.233742,80.0,15.9,97.0,969.5,0.0,1.8,,validated,0.8,
1e85d4ea-a03a-488d-90fb-d8e33ac73761,Open-Meteo,2024-01-04T22:00:00Z,23.233742,80.0,16.0,96.0,968.8,0.0,2.38,,validated,0.8,
427b7332-b74e-4e19-9f51-0501243a2bd1,Open-Meteo,2024-01-04T23:00:00Z,23.233742,80.0,15.6,97.0,968.7,0.0,1.84,,validated,0.8,
69eeb57e-ce83-4904-a4ac-f90e4b98a227,Open-Meteo,2024-01-05T00:00:00Z,23.233742,80.0,15.0,98.0,969.1,0.1,1.51,,validated,0.8,
44e89108-40c8-4373-a88f-04123f8e412f,Open-Meteo,2024-01-05T01:00:00Z,23.233742,80.0,15.3,98.0,970.0,0.0,2.37,,validated,0.8,
fa1a701e-8e5a-4af8-be06-2389586464de,Open-Meteo,2024-01-05T02:00:00Z,23.233742,80.0,15.6,95.0,970.6,0.0,1.68,,validated,0.8,
af3841d1-16d6-4406-868e-c6bc66212a56,Open-Meteo,2024-01-05T03:00:00Z,23.233742,80.0,17.3,88.0,972.0,0.0,0.92,,validated,0.8,
c402f7a5-5ffb-4cf3-9da4-8292b96786a1,Open-Meteo,2024-01-05T04:00:00Z,23.233742,80.0,18.4,84.0,972.9,0.0,1.46,,validated,0.8,
7de0e6db-0b4f-494f-9de7-4a5d8ca179ce,Open-Meteo,2024-01-05T05:00:00Z,23.233742,80.0,19.3,80.0,972.8,0.0,2.28,,validated,0.8,
4fe3ea0b-e46c-4307-8cf8-3257117dec5f,Open-Meteo,2024-01-05T06:00:00Z,23.233742,80.0,19.0,82.0,971.8,0.0,2.43,,validated,0.8,
ac08b794-de2f-4970-b092-157af8c672ca,Open-Meteo,2024-01-05T07:00:00Z,23.233742,80.0,20.2,77.0,971.0,0.0,2.38,,validated,0.8,
9c3ea6ab-51e4-4302-afdd-deb3176ad55a,Open-Meteo,2024-01-05T08:00:00Z,23.233742,80.0,20.7,74.0,969.9,0.0,2.69,,validated,0.8,
0e54c8a0-1546-4073-9ba1-f050e3001d49,Open-Meteo,2024-01-05T09:00:00Z,23.233742,80.0,20.0,77.0,969.3,0.0,3.45,,validated,0.8,
697ab870-ced8-4bea-9839-a86f8f5b8a18,Open-Meteo,2024-01-05T10:00:00Z,23.233742,80.0,20.2,76.0,969.0,0.0,3.81,,validated,0.8,
80dad0d7-bcad-4c8f-9add-fc42264d3c01,Open-Meteo,2024-01-05T11:00:00Z,23.233742,80.0,20.6,74.0,969.1,0.0,3.91,,validated,0.8,
b2b9e3cf-a943-4308-be7c-8341e39f352b,Open-Meteo,2024-01-05T12:00:00Z,23.233742,80.0,19.2,81.0,969.3,0.0,2.46,,validated,0.8,
5c8dcded-828c-44b8-8776-133c06f4c130,Open-Meteo,2024-01-05T13:00:00Z,23.233742,80.0,17.0,90.0,970.2,0.0,2.47,,validated,0.8,
ddb805c4-02a2-4725-a9a5-891a65cffe04,Open-Meteo,2024-01-05T14:00:00Z,23.233742,80.0,16.7,92.0,970.8,0.0,2.83,,validated,0.8,
6da87626-d601-458b-92ca-64b00b8bcc1e,Open-Meteo,2024-01-05T15:00:00Z,23.233742,80.0,16.3,94.0,970.7,0.0,3.26,,validated,0.8,
2178a89a-b3a9-411b-b96b-f3e92fd02767,Open-Meteo,2024-01-05T16:00:00Z,23.233742,80.0,16.1,95.0,970.8,0.0,3.0,,validated,0.8,
ba05bce5-fd57-42d0-8751-54b8f393c4a1,Open-Meteo,2024-01-05T17:00:00Z,23.233742,80.0,15.7,96.0,971.0,0.0,1.58,,validated,0.8,
efd85199-dc7e-4062-8316-e3bc929080bf,Open-Meteo,2024-01-05T18:00:00Z,23.233742,80.0,15.5,97.0,970.9,3.8,2.44,,validated,0.8,
7f93f91f-7938-4e26-9974-97294ad32f52,Open-Meteo,2024-01-05T19:00:00Z,23.233742,80.0,15.7,96.0,971.7,8.4,2.5,,validated,0.8,
439fad99-3768-44ed-816e-22f29c8231a4,Open-Meteo,2024-01-05T20:00:00Z,23.233742,80.0,15.6,97.0,971.1,2.2,2.66,,validated,0.8,
f493ae4b-672e-487d-a5a7-8573e6a3d03c,Open-Meteo,2024-01-05T21:00:00Z,23.233742,80.0,15.4,95.0,970.4,6.5,2.51,,validated,0.8,
ed289c07-6520-40ec-ba3c-d440eebb4c97,Open-Meteo,2024-01-05T22:00:00Z,23.233742,80.0,15.4,93.0,970.2,8.6,2.37,,validated,0.8,
037bb474-9b77-451b-840b-f53d86a6366a,Open-Meteo,2024-01-05T23:00:00Z,23.233742,80.0,15.1,97.0,970.2,0.0,2.6,,validated,0.8,
731fbf3e-f253-43ee-b0c7-a803a5e34762,Open-Meteo,2024-01-06T00:00:00Z,23.233742,80.0,14.6,96.0,970.6,0.0,2.5,,validated,0.8,
f716014d-e9e7-4f66-9906-a0a2211a3cd6,Open-Meteo,2024-01-06T01:00:00Z,23.233742,80.0,15.8,97.0,971.5,0.0,3.09,,validated,0.8,
f8d6b3bf-9919-48f8-8d20-24df33bb261d,Open-Meteo,2024-01-06T02:00:00Z,23.233742,80.0,15.8,98.0,972.1,0.0,3.42,,validated,0.8,
c44de20b-b94e-42c2-8397-7ac56cbe7bc0,Open-Meteo,2024-01-06T03:00:00Z,23.233742,80.0,16.6,95.0,973.4,0.0,3.72,,validated,0.8,
c7137cda-7737-4b6f-94ee-89a25e079bba,Open-Meteo,2024-01-06T04:00:00Z,23.233742,80.0,17.9,88.0,974.0,0.0,3.2,,validated,0.8,
52ae7903-436e-445c-85e2-a551c167480a,Open-Meteo,2024-01-06T05:00:00Z,23.233742,80.0,19.4,82.0,974.1,0.0,1.49,,validated,0.8,
90c3d5fb-8e4e-4dd2-9f03-d1eff56086aa,Open-Meteo,2024-01-06T06:00:00Z,23.233742,80.0,20.9,75.0,973.1,0.0,0.32,,validated,0.8,
f14c263d-1782-46ee-b520-09763440dc16,Open-Meteo,2024-01-06T07:00:00Z,23.233742,80.0,22.1,69.0,971.9,0.1,1.46,,validated,0.8,
a2dc38d0-a49c-496d-bc19-a7e2a2970b06,Open-Meteo,2024-01-06T08:00:00Z,23.233742,80.0,22.5,66.0,970.9,0.1,1.55,,validated,0.8,
87db2df9-a514-422e-b3bb-e2f0263cd899,Open-Meteo,2024-01-06T09:00:00Z,23.233742,80.0,22.5,68.0,970.4,0.0,2.14,,validated,0.8,
af2cda75-4d28-47db-90bf-0babbeeaea77,Open-Meteo,2024-01-06T10:00:00Z,23.233742,80.0,22.3,68.0,970.2,0.0,1.93,,validated,0.8,
b829c6fd-22bf-45ae-866a-7939f9bf56d3,Open-Meteo,2024-01-06T11:00:00Z,23.233742,80.0,21.8,71.0,970.4,0.0,1.82,,validated,0.8,
c28d5f54-4a34-43e9-a964-03b55ce9f8fc,Open-Meteo,2024-01-06T12:00:00Z,23.233742,80.0,19.5,81.0,970.5,0.0,1.65,,validated,0.8,
9f93914d-f3c8-4a7b-a549-c574b78afc1b,Open-Meteo,2024-01-06T13:00:00Z,23.233742,80.0,18.2,84.0,971.4,0.0,2.83,,validated,0.8,
ebcbfa55-5071-409d-b6e3-88fbb12f9b5d,Open-Meteo,2024-01-06T14:00:00Z,23.233742,80.0,17.2,89.0,972.1,0.0,2.77,,validated,0.8,
5630bfc8-66bd-4821-9199-b6f51f12191e,Open-Meteo,2024-01-06T15:00:00Z,23.233742,80.0,16.6,92.0,972.7,0.0,2.56,,validated,0.8,
f900b0c0-9e6c-447b-b071-15321892f16e,Open-Meteo,2024-01-06T16:00:00Z,23.233742,80.0,16.1,93.0,973.1,0.0,2.87,,validated,0.8,
a024f540-2b56-4b43-b928-9ed57c167f6d,Open-Meteo,2024-01-06T17:00:00Z,23.233742,80.0,15.4,94.0,973.0,0.0,3.0,,validated,0.8,
848c5ecb-ce33-4f9a-8921-588fff436094,Open-Meteo,2024-01-06T18:00:00Z,23.233742,80.0,15.0,95.0,972.9,0.0,2.83,,validated,0.8,
27d41c1e-41ba-4b08-874e-fb74302b3be4,Open-Meteo,2024-01-06T19:00:00Z,23.233742,80.0,14.7,97.0,972.3,0.0,3.0,,validated,0.8,
87b68a7e-afd4-4379-86c5-20dc707d61c7,Open-Meteo,2024-01-06T20:00:00Z,23.233742,80.0,14.9,97.0,972.0,0.0,3.0,,validated,0.8,
cb076633-e7a0-4520-90c4-63af50720d8b,Open-Meteo,2024-01-06T21:00:00Z,23.233742,80.0,14.8,98.0,971.7,0.0,2.8,,validated,0.8,
597f3b9d-acf6-4cca-95cc-913ee5baf521,Open-Meteo,2024-01-06T22:00:00Z,23.233742,80.0,15.0,97.0,971.4,0.0,2.97,,validated,0.8,
bb91dbfc-8cfe-46e2-9500-c5768b886917,Open-Meteo,2024-01-06T23:00:00Z,23.233742,80.0,14.9,98.0,971.4,0.0,2.69,,validated,0.8,
b6761d62-a180-46ae-90b4-1a9ff7bb90a4,Open-Meteo,2024-01-07T00:00:00Z,23.233742,80.0,15.1,97.0,971.9,0.0,3.11,,validated,0.8,
c8230ada-1868-49fe-91fb-781ce9541a1d,Open-Meteo,2024-01-07T01:00:00Z,23.233742,80.0,16.6,98.0,973.1,0.0,2.91,,validated,0.8,
c38d40eb-de4f-4615-bf7b-d27f022abfa6,Open-Meteo,2024-01-07T02:00:00Z,23.233742,80.0,16.5,98.0,973.9,0.0,2.94,,validated,0.8,
de03c958-8266-48bd-95b9-608584e3f1e8,Open-Meteo,2024-01-07T03:00:00Z,23.233742,80.0,17.5,91.0,975.0,0.0,3.28,,validated,0.8,
4c739fd0-da08-4c03-afdd-b47319d350c8,Open-Meteo,2024-01-07T04:00:00Z,23.233742,80.0,18.6,84.0,975.7,0.0,3.41,,validated,0.8,
5c7e9810-4e4d-496e-86ba-de8df5dcb3a8,Open-Meteo,2024-01-07T05:00:00Z,23.233742,80.0,20.2,77.0,975.6,0.0,2.83,,validated,0.8,
ecedfb70-cced-4e02-8801-ea1fefeb65ea,Open-Meteo,2024-01-07T06:00:00Z,23.233742,80.0,21.8,69.0,974.7,0.0,1.7,,validated,0.8,
753319ef-0683-4935-9c7c-4301cad6e99a,Open-Meteo,2024-01-07T07:00:00Z,23.233742,80.0,23.1,62.0,973.2,0.0,1.3,,validated,0.8,
77de01be-6106-4b3a-be63-6824384757a9,Open-Meteo,2024-01-07T08:00:00Z,23.233742,80.0,23.9,58.0,972.3,0.0,1.6,,validated,0.8,
2c4e3f9d-7c42-4b5a-ac09-c3301c988eab,Open-Meteo,2024-01-07T09:00:00Z,23.233742,80.0,23.9,58.0,971.5,0.0,2.84,,validated,0.8,
659abaaf-f09e-49d9-800d-a95845523da0,Open-Meteo,2024-01-07T10:00:00Z,23.233742,80.0,22.6,63.0,971.2,0.0,3.73,,validated,0.8,
b98c5757-3704-4767-a6f4-a715f066213e,Open-Meteo,2024-01-07T11:00:00Z,23.233742,80.0,21.8,68.0,971.3,0.0,3.11,,validated,0.8,
379e94d7-ac46-4f29-b031-d315dcec4029,Open-Meteo,2024-01-07T12:00:00Z,23.233742,80.0,20.8,72.0,971.5,0.0,2.32,,validated,0.8,
